"date","geography","geography code","Qualifications: All categories: Highest level of qualification; measures: Value","Qualifications: No qualifications; measures: Value","Qualifications: Highest level of qualification: Level 1 qualifications; measures: Value","Qualifications: Highest level of qualification: Level 2 qualifications; measures: Value","Qualifications: Highest level of qualification: Apprenticeship; measures: Value","Qualifications: Highest level of qualification: Level 3 qualifications; measures: Value","Qualifications: Highest level of qualification: Level 4 qualifications and above; measures: Value","Qualifications: Highest level of qualification: Other qualifications; measures: Value","Qualifications: Schoolchildren and full-time students: Age 16 to 17; measures: Value","Qualifications: Schoolchildren and full-time students: Age 18 and over; measures: Value","Qualifications: Full-time students: Age 18 to 74: Economically active: In employment; measures: Value","Qualifications: Full-time students: Age 18 to 74: Economically active: Unemployed; measures: Value","Qualifications: Full-time students: Age 18 to 74: Economically inactive; measures: Value"
"2011","N00002141 (Oldtown ward)","N00002141",195,93,28,29,5,21,11,8,4,7,4,0,3
"2011","N00002142 (Oldtown ward)","N00002142",184,83,29,26,9,23,8,6,2,5,2,1,2
"2011","N00002143 (Pomeroy ward)","N00002143",350,120,44,63,17,46,51,9,18,17,3,1,13
"2011","N00002144 (Pomeroy ward)","N00002144",429,135,55,65,17,51,80,26,17,23,6,0,17
"2011","N00002145 (Pomeroy ward)","N00002145",372,118,44,46,19,59,79,7,13,35,13,1,21
"2011","N00002146 (Pomeroy ward)","N00002146",320,110,29,51,18,36,62,14,15,10,4,1,5
"2011","N00002147 (Pomeroy ward)","N00002147",310,129,45,41,5,30,40,20,15,18,5,1,12
"2011","N00002148 (Sandholes ward)","N00002148",326,91,40,60,9,35,76,15,13,23,9,0,14
"2011","N00002149 (Sandholes ward)","N00002149",320,95,36,53,12,37,72,15,15,20,9,0,11
"2011","N00002150 (Sandholes ward)","N00002150",266,89,29,33,14,26,66,9,7,8,5,0,3
"2011","N00002151 (Sandholes ward)","N00002151",257,103,24,36,10,23,48,13,11,12,2,0,10
"2011","N00002152 (Sandholes ward)","N00002152",299,112,36,50,7,39,35,20,19,51,30,7,14
"2011","N00002153 (Stewartstown ward)","N00002153",367,121,33,66,10,58,69,10,11,33,9,0,24
"2011","N00002154 (Stewartstown ward)","N00002154",313,98,33,69,16,39,51,7,15,26,10,0,16
"2011","N00002155 (Stewartstown ward)","N00002155",398,108,36,74,20,52,96,12,24,33,7,2,24
"2011","N00002156 (Stewartstown ward)","N00002156",315,119,44,38,7,30,63,14,11,17,4,0,13
"2011","N00002157 (Stewartstown ward)","N00002157",219,120,25,28,4,16,20,6,4,9,4,0,5
"2011","N00002158 (The Loop ward)","N00002158",348,113,38,63,9,44,69,12,13,22,12,2,8
"2011","N00002159 (The Loop ward)","N00002159",398,113,35,68,20,50,102,10,17,33,10,1,22
"2011","N00002160 (The Loop ward)","N00002160",297,88,33,40,16,34,75,11,12,16,2,2,12
"2011","N00002161 (The Loop ward)","N00002161",383,130,34,51,23,37,92,16,9,16,1,0,15
"2011","N00002162 (The Loop ward)","N00002162",358,127,33,50,14,42,82,10,17,29,10,0,19
"2011","N00002163 (The Loop ward)","N00002163",405,87,58,71,15,64,98,12,9,19,8,0,11
"2011","N00002164 (Tullagh ward)","N00002164",256,98,31,29,12,37,40,9,9,13,5,2,6
"2011","N00002165 (Tullagh ward)","N00002165",273,63,34,57,13,34,62,10,20,13,5,0,8
"2011","N00002166 (Tullagh ward)","N00002166",304,102,45,34,8,31,65,19,8,17,9,1,7
"2011","N00002167 (Tullagh ward)","N00002167",287,96,26,27,14,29,62,33,4,10,3,0,7
"2011","N00002168 (Tullagh ward)","N00002168",314,135,27,43,7,27,66,9,9,19,5,3,11
"2011","N00002169 (Tullagh ward)","N00002169",383,113,44,58,19,44,78,27,11,17,5,3,9
"2011","N00002792 (Altmore ward)","N00002792",368,119,41,61,11,33,89,14,17,20,8,0,12
"2011","N00002793 (Altmore ward)","N00002793",346,138,46,37,14,42,57,12,17,18,6,1,11
"2011","N00002794 (Altmore ward)","N00002794",436,171,45,53,16,47,85,19,18,19,4,1,14
"2011","N00002795 (Altmore ward)","N00002795",397,150,55,53,18,31,74,16,22,20,5,0,15
"2011","N00002796 (Altmore ward)","N00002796",389,134,48,50,14,50,78,15,14,16,5,1,10
"2011","N00002797 (Augher ward)","N00002797",431,110,50,66,18,65,106,16,19,24,7,0,17
"2011","N00002798 (Augher ward)","N00002798",329,92,32,38,22,55,74,16,15,21,4,2,15
"2011","N00002799 (Augher ward)","N00002799",250,89,30,35,11,33,33,19,7,13,0,2,11
"2011","N00002800 (Augher ward)","N00002800",335,87,44,45,10,55,82,12,10,18,5,1,12
"2011","N00002801 (Augher ward)","N00002801",386,98,32,63,13,43,118,19,24,25,7,1,17
"2011","N00002802 (Aughnacloy ward)","N00002802",363,115,52,62,19,32,64,19,13,17,5,0,12
"2011","N00002803 (Aughnacloy ward)","N00002803",380,103,46,53,14,32,89,43,16,9,1,0,8
"2011","N00002804 (Aughnacloy ward)","N00002804",312,121,23,41,14,27,50,36,6,11,2,0,9
"2011","N00002805 (Aughnacloy ward)","N00002805",301,121,36,43,6,28,39,28,12,10,4,1,5
"2011","N00002806 (Aughnacloy ward)","N00002806",375,111,36,65,14,51,88,10,17,14,5,2,7
"2011","N00002807 (Aughnacloy ward)","N00002807",297,93,32,45,11,34,70,12,15,14,5,1,8
"2011","N00002808 (Ballygawley ward)","N00002808",386,133,43,67,12,31,87,13,9,15,9,2,4
"2011","N00002809 (Ballygawley ward)","N00002809",363,101,32,66,17,37,98,12,22,19,4,0,15
"2011","N00002810 (Ballygawley ward)","N00002810",273,105,23,38,11,26,58,12,9,16,5,1,10
"2011","N00002811 (Ballygawley ward)","N00002811",262,93,29,40,5,22,56,17,7,10,3,0,7
"2011","N00002812 (Ballygawley ward)","N00002812",307,112,29,55,5,35,62,9,15,16,5,0,11
"2011","N00002813 (Ballygawley ward)","N00002813",314,122,30,42,18,38,53,11,4,20,4,1,15
"2011","N00002814 (Ballysaggart ward)","N00002814",387,149,44,47,8,26,62,51,9,15,2,2,11
"2011","N00002815 (Ballysaggart ward)","N00002815",232,108,25,23,3,14,19,40,7,4,1,2,1
"2011","N00002816 (Ballysaggart ward)","N00002816",300,110,28,40,7,30,45,40,5,17,6,1,10
"2011","N00002817 (Ballysaggart ward)","N00002817",453,122,56,55,14,35,88,83,19,22,8,1,13
"2011","N00002818 (Ballysaggart ward)","N00002818",375,152,26,35,8,21,47,86,7,9,2,2,5
"2011","N00002819 (Ballysaggart ward)","N00002819",353,153,32,37,2,36,36,57,8,21,6,0,15
"2011","N00002820 (Benburb ward)","N00002820",450,125,45,71,17,57,107,28,11,14,6,0,8
"2011","N00002821 (Benburb ward)","N00002821",351,94,29,60,16,38,99,15,14,18,5,1,12
"2011","N00002822 (Benburb ward)","N00002822",304,80,40,38,16,39,75,16,9,26,5,2,19
"2011","N00002823 (Benburb ward)","N00002823",314,104,36,41,14,37,58,24,11,12,6,0,6
"2011","N00002824 (Benburb ward)","N00002824",282,92,27,48,17,29,46,23,6,8,3,0,5
"2011","N00002825 (Benburb ward)","N00002825",489,110,64,63,16,71,117,48,17,30,11,3,16
"2011","N00002826 (Caledon ward)","N00002826",322,100,39,46,16,42,70,9,8,6,2,0,4
"2011","N00002827 (Caledon ward)","N00002827",289,83,36,31,20,35,69,15,13,12,4,0,8
"2011","N00002828 (Caledon ward)","N00002828",273,93,35,38,8,46,39,14,11,14,5,2,7
"2011","N00002829 (Caledon ward)","N00002829",369,93,41,53,24,56,74,28,11,24,7,3,14
"2011","N00002830 (Caledon ward)","N00002830",343,96,56,43,17,50,66,15,17,24,15,1,8
"2011","N00002831 (Caledon ward)","N00002831",354,109,28,53,25,49,76,14,12,20,9,0,11
"2011","N00002832 (Castlecaulfield ward)","N00002832",329,92,30,47,17,49,75,19,16,16,3,1,12
"2011","N00002833 (Castlecaulfield ward)","N00002833",320,107,30,54,9,40,65,15,13,15,9,0,6
"2011","N00002834 (Castlecaulfield ward)","N00002834",447,149,28,71,16,56,114,13,18,20,8,1,11
"2011","N00002835 (Castlecaulfield ward)","N00002835",389,116,38,68,21,48,78,20,13,30,11,1,18
"2011","N00002836 (Castlecaulfield ward)","N00002836",357,89,37,60,14,43,96,18,20,21,9,2,10
"2011","N00002837 (Castlecaulfield ward)","N00002837",269,96,27,37,11,34,47,17,10,10,4,1,5
"2011","N00002838 (Clogher ward)","N00002838",345,116,40,53,9,32,78,17,22,15,5,2,8
"2011","N00002839 (Clogher ward)","N00002839",288,104,33,31,16,31,57,16,4,9,2,2,5
"2011","N00002840 (Clogher ward)","N00002840",1106,380,123,158,43,102,234,66,42,61,24,5,32
"2011","N00002841 (Coalisland North ward)","N00002841",399,118,44,60,15,50,93,19,22,27,9,2,16
"2011","N00002842 (Coalisland North ward)","N00002842",447,139,59,62,18,56,77,36,13,30,11,1,18
"2011","N00002843 (Coalisland North ward)","N00002843",298,93,37,54,9,38,52,15,11,20,6,0,14
"2011","N00002844 (Coalisland North ward)","N00002844",336,144,34,46,7,36,58,11,8,12,2,1,9
"2011","N00002845 (Coalisland North ward)","N00002845",256,107,26,39,8,22,44,10,11,7,2,1,4
"2011","N00002846 (Coalisland North ward)","N00002846",452,130,60,90,13,57,72,30,19,18,3,1,14
"2011","N00002847 (Coalisland North ward)","N00002847",461,107,50,85,14,65,131,9,14,29,10,1,18
"2011","N00002848 (Coalisland South ward)","N00002848",934,288,119,149,37,119,156,66,42,54,19,3,32
"2011","N00002849 (Coalisland South ward)","N00002849",169,73,21,20,5,11,20,19,5,6,1,0,5
"2011","N00002850 (Coalisland South ward)","N00002850",234,109,31,25,11,16,24,18,6,14,3,3,8
"2011","N00002851 (Coalisland South ward)","N00002851",306,98,51,49,9,34,41,24,16,18,8,1,9
"2011","N00002852 (Coalisland South ward)","N00002852",246,77,32,32,10,45,34,16,7,12,6,1,5
"2011","N00002853 (Coalisland West and Newmills ward)","N00002853",717,187,75,116,32,85,157,65,31,40,10,2,28
"2011","N00002854 (Coalisland West and Newmills ward)","N00002854",367,109,27,50,16,43,100,22,17,27,10,1,16
"2011","N00002855 (Coalisland West and Newmills ward)","N00002855",350,96,51,57,17,30,72,27,6,9,4,0,5
"2011","N00002856 (Coalisland West and Newmills ward)","N00002856",264,93,32,36,12,22,50,19,6,16,6,0,10
"2011","N00002857 (Coalisland West and Newmills ward)","N00002857",383,104,44,62,14,50,95,14,13,19,8,1,10
"2011","N00002858 (Coolhill ward)","N00002858",364,133,33,40,5,36,42,75,8,18,8,1,9
"2011","N00002859 (Coolhill ward)","N00002859",442,101,48,44,7,43,117,82,13,15,9,0,6
"2011","N00002860 (Coolhill ward)","N00002860",277,79,38,46,11,17,54,32,9,8,5,0,3
"2011","N00002861 (Coolhill ward)","N00002861",327,74,40,41,7,36,57,72,20,21,9,1,11
"2011","N00002862 (Coolhill ward)","N00002862",221,91,16,28,5,19,36,26,8,9,5,0,4
"2011","N00002863 (Coolhill ward)","N00002863",253,62,30,40,11,40,45,25,7,10,3,0,7
"2011","N00002864 (Coolhill ward)","N00002864",253,54,16,45,6,24,78,30,8,13,7,0,6
"2011","N00002865 (Donaghmore (Dungannon) ward)","N00002865",461,122,40,70,25,56,124,24,26,26,6,3,17
"2011","N00002866 (Donaghmore (Dungannon) ward)","N00002866",369,103,36,66,16,46,90,12,16,21,8,0,13
"2011","N00002867 (Donaghmore (Dungannon) ward)","N00002867",451,112,54,79,16,59,118,13,17,31,10,1,20
"2011","N00002868 (Donaghmore (Dungannon) ward)","N00002868",362,125,41,45,15,39,77,20,13,18,4,2,12
"2011","N00002869 (Donaghmore (Dungannon) ward)","N00002869",318,84,30,48,10,36,76,34,14,17,6,0,11
"2011","N00002870 (Drumglass ward)","N00002870",444,135,35,56,21,54,111,32,16,35,15,1,19
"2011","N00002871 (Drumglass ward)","N00002871",588,172,63,81,11,58,92,111,24,28,16,2,10
"2011","N00002872 (Drumglass ward)","N00002872",256,116,29,27,8,16,33,27,6,6,1,0,5
"2011","N00002873 (Drumglass ward)","N00002873",240,95,28,31,5,30,26,25,8,10,3,0,7
"2011","N00002874 (Drumglass ward)","N00002874",246,107,23,37,14,14,26,25,13,10,2,1,7
"2011","N00002875 (Fivemiletown ward)","N00002875",855,308,86,141,25,109,147,39,25,28,16,1,11
"2011","N00002876 (Fivemiletown ward)","N00002876",417,124,51,69,13,52,85,23,12,20,8,0,12
"2011","N00002877 (Fivemiletown ward)","N00002877",247,125,30,22,6,10,31,23,3,6,2,0,4
"2011","N00002878 (Fivemiletown ward)","N00002878",176,89,20,17,2,6,26,16,0,5,3,1,1
"2011","N00002879 (Killyman ward)","N00002879",338,102,37,39,18,45,86,11,9,7,3,0,4
"2011","N00002881 (Killyman ward)","N00002881",385,98,38,52,11,57,109,20,6,13,8,2,3
"2011","N00002883 (Killyman ward)","N00002883",360,100,37,55,13,56,79,20,14,15,4,3,8
"2011","N00002884 (Killyman ward)","N00002884",379,94,41,68,19,66,71,20,19,20,7,0,13
"2011","N00002885 (Killymeal ward)","N00002885",550,198,49,72,5,51,100,75,15,11,1,0,10
"2011","N00002886 (Killymeal ward)","N00002886",617,138,40,65,21,52,148,153,24,25,13,2,10
"2011","N00002887 (Killymeal ward)","N00002887",501,112,63,83,10,57,109,67,14,29,10,0,19
"2011","N00002888 (Killymeal ward)","N00002888",342,54,24,42,11,48,132,31,13,21,7,1,13
"2011","N00002889 (Killymeal ward)","N00002889",281,105,23,34,5,18,70,26,5,9,1,1,7
"2011","N00002890 (Moy ward)","N00002890",302,76,30,58,12,40,78,8,13,17,4,2,11
"2011","N00002891 (Moy ward)","N00002891",448,94,46,60,12,60,150,26,17,29,13,3,13
"2011","N00002893 (Moy ward)","N00002893",211,76,10,23,8,32,44,18,4,11,4,0,7
"2011","N00002894 (Moy ward)","N00002894",270,115,15,29,8,30,44,29,6,8,5,1,2
"2011","N00002895 (Moy ward)","N00002895",379,84,38,62,13,47,105,30,17,20,7,3,10
"2011","N00002896 (Moy ward)","N00002896",263,75,28,42,5,26,81,6,12,13,3,1,9
"2011","N00002897 (Moygashel ward)","N00002897",720,183,66,89,27,81,195,79,17,31,13,3,15
"2011","N00002898 (Moygashel ward)","N00002898",260,73,20,29,4,33,68,33,8,10,5,1,4
"2011","N00002899 (Moygashel ward)","N00002899",253,104,21,41,11,32,33,11,8,11,5,1,5
"2011","N00002900 (Moygashel ward)","N00002900",245,90,24,34,11,27,41,18,4,9,7,0,2
"2011","N00002901 (Moygashel ward)","N00002901",230,87,26,32,5,26,42,12,3,10,3,0,7
"2011","N00002902 (Mullaghmore ward)","N00002902",277,112,28,34,5,18,58,22,8,11,6,1,4
"2011","N00002903 (Mullaghmore ward)","N00002903",616,194,58,74,19,53,114,104,11,26,13,0,13
"2011","N00002904 (Mullaghmore ward)","N00002904",299,70,28,56,6,32,83,24,16,14,6,0,8
"2011","N00002905 (Mullaghmore ward)","N00002905",331,93,29,36,7,50,95,21,15,26,11,3,12
"2011","N00002906 (Mullaghmore ward)","N00002906",347,99,35,47,17,47,73,29,12,30,10,2,18
"2011","N00002907 (Washing Bay ward)","N00002907",479,118,52,82,33,59,116,19,28,33,10,0,23
"2011","N00002908 (Washing Bay ward)","N00002908",343,105,54,39,14,30,79,22,17,23,8,1,14
"2011","N00002909 (Washing Bay ward)","N00002909",446,120,50,63,27,73,91,22,23,31,10,2,19
"2011","N00002910 (Washing Bay ward)","N00002910",565,163,84,86,20,59,126,27,29,42,15,5,22
"2011","N00002911 (Washing Bay ward)","N00002911",545,137,57,82,17,69,171,12,28,43,13,2,28
"2011","N00003527 (Ballymaguigan ward)","N00003527",392,113,51,58,27,47,79,17,19,26,7,1,18
"2011","N00003528 (Ballymaguigan ward)","N00003528",683,186,77,102,42,93,166,17,31,37,16,1,20
"2011","N00003529 (Ballymaguigan ward)","N00003529",347,115,31,54,12,52,72,11,16,23,9,0,14
"2011","N00003530 (Ballymaguigan ward)","N00003530",346,91,32,48,27,42,97,9,8,19,6,0,13
"2011","N00003531 (Ballymaguigan ward)","N00003531",296,81,32,54,10,44,67,8,13,25,13,0,12
"2011","N00003532 (Bellaghy ward)","N00003532",342,88,29,55,23,43,92,12,14,21,7,1,13
"2011","N00003533 (Bellaghy ward)","N00003533",432,109,58,64,21,54,111,15,15,24,5,1,18
"2011","N00003534 (Bellaghy ward)","N00003534",233,84,28,37,8,19,42,15,7,13,4,0,9
"2011","N00003535 (Bellaghy ward)","N00003535",376,115,42,43,19,34,112,11,21,20,6,2,12
"2011","N00003536 (Bellaghy ward)","N00003536",394,135,35,60,31,54,64,15,16,34,11,1,22
"2011","N00003537 (Bellaghy ward)","N00003537",243,117,28,32,12,17,27,10,6,13,2,1,10
"2011","N00003538 (Castledawson ward)","N00003538",351,115,37,54,14,40,81,10,18,10,5,0,5
"2011","N00003539 (Castledawson ward)","N00003539",244,54,27,34,8,43,74,4,8,13,5,0,8
"2011","N00003540 (Castledawson ward)","N00003540",205,71,25,23,7,27,41,11,4,15,1,1,13
"2011","N00003541 (Castledawson ward)","N00003541",216,88,27,27,7,16,41,10,5,9,2,2,5
"2011","N00003542 (Castledawson ward)","N00003542",196,79,37,35,5,17,17,6,7,5,0,0,5
"2011","N00003543 (Castledawson ward)","N00003543",408,93,42,57,17,46,130,23,18,21,7,0,14
"2011","N00003544 (Castledawson ward)","N00003544",293,103,25,39,14,26,68,18,6,12,5,1,6
"2011","N00003545 (Castledawson ward)","N00003545",350,104,49,46,23,37,82,9,15,21,9,0,12
"2011","N00003546 (Castledawson ward)","N00003546",250,86,26,41,6,30,50,11,6,8,1,0,7
"2011","N00003547 (Draperstown ward)","N00003547",485,113,57,68,30,66,131,20,15,22,6,1,15
"2011","N00003548 (Draperstown ward)","N00003548",1313,429,139,211,45,168,260,61,42,69,18,4,47
"2011","N00003549 (Draperstown ward)","N00003549",417,137,54,57,27,40,91,11,15,27,8,0,19
"2011","N00003550 (Glebe ward)","N00003550",408,88,31,64,12,44,155,14,22,27,9,3,15
"2011","N00003551 (Glebe ward)","N00003551",373,52,45,54,11,44,138,29,14,21,6,1,14
"2011","N00003552 (Glebe ward)","N00003552",342,81,40,59,13,42,84,23,11,15,5,0,10
"2011","N00003553 (Glebe ward)","N00003553",265,36,26,50,9,40,87,17,11,18,8,0,10
"2011","N00003554 (Glebe ward)","N00003554",173,65,31,25,7,14,26,5,10,11,7,0,4
"2011","N00003555 (Glebe ward)","N00003555",302,122,26,40,8,34,48,24,8,20,7,1,12
"2011","N00003556 (Glebe ward)","N00003556",549,251,72,75,13,41,55,42,27,23,6,0,17
"2011","N00003557 (Gulladuff ward)","N00003557",204,99,27,25,5,20,22,6,2,5,2,0,3
"2011","N00003558 (Gulladuff ward)","N00003558",370,136,41,49,22,39,70,13,11,23,5,3,15
"2011","N00003559 (Gulladuff ward)","N00003559",394,112,42,63,21,47,105,4,17,14,4,1,9
"2011","N00003560 (Gulladuff ward)","N00003560",393,102,36,56,20,62,108,9,13,30,13,1,16
"2011","N00003561 (Gulladuff ward)","N00003561",360,84,36,59,25,57,95,4,10,18,8,0,10
"2011","N00003562 (Gulladuff ward)","N00003562",327,96,28,54,12,26,98,13,13,14,2,1,11
"2011","N00003563 (Knockcloghrim ward)","N00003563",367,124,39,73,16,41,62,12,14,29,16,1,12
"2011","N00003564 (Knockcloghrim ward)","N00003564",327,94,31,54,13,42,78,15,10,22,11,0,11
"2011","N00003565 (Knockcloghrim ward)","N00003565",352,98,38,52,18,40,96,10,15,25,10,1,14
"2011","N00003566 (Knockcloghrim ward)","N00003566",389,103,36,69,20,43,103,15,14,31,8,0,23
"2011","N00003567 (Knockcloghrim ward)","N00003567",391,102,35,67,18,47,105,17,15,21,2,1,18
"2011","N00003568 (Knockcloghrim ward)","N00003568",315,123,27,50,14,34,59,8,8,11,6,0,5
"2011","N00003569 (Lecumpher ward)","N00003569",392,109,44,74,18,58,70,19,26,26,6,1,19
"2011","N00003570 (Lecumpher ward)","N00003570",411,134,33,69,21,65,79,10,20,23,5,1,17
"2011","N00003571 (Lecumpher ward)","N00003571",252,91,28,32,11,27,56,7,6,8,6,0,2
"2011","N00003572 (Lecumpher ward)","N00003572",377,136,33,47,11,53,82,15,11,17,4,0,13
"2011","N00003573 (Lecumpher ward)","N00003573",340,94,27,66,17,52,76,8,17,22,13,0,9
"2011","N00003574 (Lecumpher ward)","N00003574",358,106,44,57,17,52,63,19,18,25,8,1,16
"2011","N00003575 (Lower Glenshane ward)","N00003575",396,119,55,57,13,64,78,10,16,27,6,1,20
"2011","N00003576 (Lower Glenshane ward)","N00003576",396,125,40,63,26,45,82,15,16,10,4,0,6
"2011","N00003577 (Lower Glenshane ward)","N00003577",336,141,24,37,21,39,62,12,11,14,1,0,13
"2011","N00003578 (Lower Glenshane ward)","N00003578",434,132,24,57,20,66,122,13,15,20,6,1,13
"2011","N00003579 (Lower Glenshane ward)","N00003579",373,137,33,52,17,38,85,11,15,22,7,1,14
"2011","N00003580 (Lower Glenshane ward)","N00003580",329,67,31,47,13,51,109,11,9,32,2,2,28
"2011","N00003581 (Maghera ward)","N00003581",505,113,71,74,15,69,116,47,18,31,9,1,21
"2011","N00003582 (Maghera ward)","N00003582",442,153,39,70,18,53,85,24,12,29,11,1,17
"2011","N00003583 (Maghera ward)","N00003583",546,203,48,71,20,63,125,16,14,30,11,0,19
"2011","N00003584 (Maghera ward)","N00003584",239,125,29,35,8,17,16,9,10,18,5,1,12
"2011","N00003585 (Maghera ward)","N00003585",258,108,26,44,11,29,31,9,11,12,2,1,9
"2011","N00003586 (Maghera ward)","N00003586",244,103,42,26,7,15,33,18,6,7,2,0,5
"2011","N00003587 (Swatragh ward)","N00003587",400,128,39,56,20,53,95,9,12,15,5,0,10
"2011","N00003588 (Swatragh ward)","N00003588",441,130,37,56,23,69,116,10,18,29,6,0,23
"2011","N00003589 (Swatragh ward)","N00003589",440,136,49,57,23,58,94,23,17,35,13,1,21
"2011","N00003590 (Swatragh ward)","N00003590",455,117,59,88,20,62,102,7,20,24,5,1,18
"2011","N00003591 (Swatragh ward)","N00003591",410,132,44,64,17,54,90,9,15,19,2,0,17
"2011","N00003592 (Swatragh ward)","N00003592",301,81,34,37,17,45,75,12,10,14,4,0,10
"2011","N00003593 (Tobermore ward)","N00003593",430,170,41,58,17,53,78,13,18,21,9,0,12
"2011","N00003594 (Tobermore ward)","N00003594",683,240,83,86,32,77,129,36,25,22,5,2,15
"2011","N00003595 (Tobermore ward)","N00003595",274,77,30,46,15,39,55,12,8,15,7,1,7
"2011","N00003596 (Tobermore ward)","N00003596",243,82,39,23,11,21,57,10,7,14,2,0,12
"2011","N00003597 (Tobermore ward)","N00003597",366,102,49,58,19,42,84,12,19,9,3,1,5
"2011","N00003598 (Town Parks East ward)","N00003598",275,50,27,42,14,36,92,14,7,13,4,2,7
"2011","N00003599 (Town Parks East ward)","N00003599",324,85,32,60,13,40,74,20,6,16,7,2,7
"2011","N00003600 (Town Parks East ward)","N00003600",286,89,54,57,11,37,30,8,15,22,9,3,10
"2011","N00003601 (Town Parks East ward)","N00003601",301,77,53,44,12,34,73,8,15,22,3,0,19
"2011","N00003602 (Town Parks East ward)","N00003602",283,84,38,54,8,35,35,29,17,16,9,0,7
"2011","N00003603 (Town Parks East ward)","N00003603",267,77,39,36,11,28,58,18,12,16,5,0,11
"2011","N00003604 (Town Parks East ward)","N00003604",276,117,28,43,8,22,43,15,9,10,4,0,6
"2011","N00003605 (Town Parks East ward)","N00003605",257,122,26,45,4,21,28,11,9,10,3,1,6
"2011","N00003606 (Town Parks West ward)","N00003606",295,62,33,53,13,44,70,20,8,17,5,1,11
"2011","N00003607 (Town Parks West ward)","N00003607",380,59,33,50,20,38,154,26,16,13,9,1,3
"2011","N00003608 (Town Parks West ward)","N00003608",359,102,48,62,21,29,79,18,13,19,9,1,9
"2011","N00003609 (Town Parks West ward)","N00003609",261,116,37,43,3,24,24,14,9,22,7,2,13
"2011","N00003610 (Town Parks West ward)","N00003610",243,108,26,37,8,18,35,11,7,13,7,3,3
"2011","N00003611 (Town Parks West ward)","N00003611",222,93,26,32,7,18,28,18,4,9,1,1,7
"2011","N00003612 (Upperlands ward)","N00003612",357,112,40,54,20,50,71,10,17,23,5,0,18
"2011","N00003613 (Upperlands ward)","N00003613",336,118,41,46,8,43,71,9,6,15,5,1,9
"2011","N00003614 (Upperlands ward)","N00003614",345,107,49,43,18,44,72,12,17,19,7,1,11
"2011","N00003615 (Upperlands ward)","N00003615",269,106,36,40,15,34,35,3,7,12,4,1,7
"2011","N00003616 (Upperlands ward)","N00003616",283,104,34,46,10,37,44,8,16,16,1,1,14
"2011","N00003617 (Upperlands ward)","N00003617",268,128,37,40,9,23,26,5,10,10,4,0,6
"2011","N00003618 (Valley ward)","N00003618",361,101,42,62,23,48,76,9,16,37,6,0,31
"2011","N00003619 (Valley ward)","N00003619",337,119,43,37,16,42,65,15,10,20,5,0,15
"2011","N00003620 (Valley ward)","N00003620",392,122,44,68,16,51,73,18,25,16,7,0,9
"2011","N00003621 (Valley ward)","N00003621",320,90,32,55,16,38,80,9,11,24,8,0,16
"2011","N00003622 (Valley ward)","N00003622",440,145,48,73,27,57,80,10,23,25,8,0,17
"2011","N00003623 (Valley ward)","N00003623",240,113,28,32,10,20,17,20,7,15,4,0,11
"2011","N00000721 (Ballyward ward)","N00000721",354,88,40,58,23,45,89,11,18,11,2,0,9
"2011","N00000723 (Ballyward ward)","N00000723",346,109,28,43,31,53,69,13,13,19,9,0,10
"2011","N00000724 (Ballyward ward)","N00000724",368,99,33,59,21,41,96,19,13,18,11,1,6
"2011","N00000725 (Ballyward ward)","N00000725",352,80,37,52,24,53,86,20,8,26,12,3,11
"2011","N00000726 (Ballyward ward)","N00000726",327,106,35,40,24,37,58,27,11,12,6,0,6
"2011","N00002632 (Ardglass ward)","N00002632",299,81,43,66,15,36,48,10,10,15,10,0,5
"2011","N00002633 (Ardglass ward)","N00002633",350,103,48,68,6,40,77,8,10,14,5,0,9
"2011","N00002634 (Ardglass ward)","N00002634",273,50,37,46,14,26,88,12,10,15,6,0,9
"2011","N00002635 (Ardglass ward)","N00002635",275,127,31,33,10,27,32,15,7,9,1,0,8
"2011","N00002636 (Ardglass ward)","N00002636",324,112,43,44,19,41,53,12,15,15,5,1,9
"2011","N00002637 (Ardglass ward)","N00002637",389,104,44,50,25,55,100,11,16,12,3,0,9
"2011","N00002638 (Ardglass ward)","N00002638",359,104,32,50,18,63,75,17,11,13,5,0,8
"2011","N00002639 (Ardglass ward)","N00002639",236,89,28,33,10,22,43,11,6,5,1,1,3
"2011","N00002640 (Audleys Acre ward)","N00002640",299,57,27,38,11,34,113,19,7,13,3,0,10
"2011","N00002641 (Audleys Acre ward)","N00002641",270,38,34,51,10,43,83,11,10,14,6,1,7
"2011","N00002642 (Audleys Acre ward)","N00002642",377,60,26,67,14,58,134,18,16,22,9,0,13
"2011","N00002643 (Audleys Acre ward)","N00002643",326,32,25,71,9,44,137,8,6,21,6,0,15
"2011","N00002644 (Audleys Acre ward)","N00002644",266,112,32,50,7,24,31,10,5,11,4,0,7
"2011","N00002645 (Audleys Acre ward)","N00002645",246,58,25,46,10,30,69,8,11,5,1,0,4
"2011","N00002646 (Ballymaglave ward)","N00002646",293,113,26,49,15,30,37,23,5,11,5,2,4
"2011","N00002647 (Ballymaglave ward)","N00002647",597,147,84,110,39,63,124,30,18,17,6,3,8
"2011","N00002648 (Ballymaglave ward)","N00002648",174,34,16,31,10,25,50,8,3,7,4,0,3
"2011","N00002649 (Ballymaglave ward)","N00002649",421,171,47,46,26,42,72,17,18,8,3,1,4
"2011","N00002650 (Ballymaglave ward)","N00002650",243,105,26,43,16,22,18,13,13,5,4,0,1
